id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7924539,Comfortable room in a cozy house!,41788320,Isabel,,Glen Eira,-37.89427642446744,145.07217122226277,Private room,47,1,0,,,1,353
16084344,Couple room near the Ocean,90176376,Leyla,,Glen Eira,-37.86776106969921,145.0073577860665,Private room,53,1,13,2017-03-26,3.31,3,357
2686959,Sanctuary in Elsternwick,8803255,Eitan,,Glen Eira,-37.88732470697002,145.00100138531755,Entire home/apt,135,1,27,2017-03-18,1.44,1,360
12842436,Spacious ROOM in a spacious House,70128788,Max,,Glen Eira,-37.90044173828538,145.05036429042607,Private room,50,2,10,2017-03-01,1.09,2,0
16643891,Perfect getaway location-beach&city,32092902,Rebecca,,Glen Eira,-37.87412624099791,145.00670261628952,Private room,64,1,4,2017-03-26,1.58,1,167
16183213,Spacious 1 Bdr Apt Murrumbeena walk to station,4421638,Tom,,Glen Eira,-37.891695909481534,145.0685998089339,Entire home/apt,100,3,0,,,11,116
9304055,Cosy Room in a Spacious & Luxurious Apartment,4383828,Tal,,Glen Eira,-37.89494467806674,145.01297719807258,Private room,85,3,0,,,2,0
4945223,Spacious  comfortable period setting,6630259,Pam,,Glen Eira,-37.87833911560615,145.0092492349548,Private room,55,2,9,2017-02-28,1.02,1,88
13988722,Close to the Beach and the City,83501798,Karla,,Glen Eira,-37.887169748117884,145.01637998759637,Private room,79,1,0,,,1,63
9961221,Nice room in great location,51187805,Veronica,,Glen Eira,-37.88752671955836,145.01235788206867,Private room,42,1,14,2016-12-02,0.89,1,276
846750,"Bright Apartment, Carnegie",4421638,Tom,,Glen Eira,-37.89811997361527,145.04960934956392,Entire home/apt,100,3,38,2017-02-22,0.75,11,337
5632208,Modern 2Bd Fresh n Bright Home   ,3380109,Mee Chee,,Glen Eira,-37.92189279688518,145.03233496673565,Entire home/apt,166,2,10,2016-10-26,0.41,1,179
15663241,Your home among the dumplings,205116,Renee,,Glen Eira,-37.89008047437739,145.05909500568467,Private room,41,14,0,,,1,45
15662439,Architecturally Designed Copper Home in St Kilda,16417531,Ines Ros & David McArthur,,Glen Eira,-37.87920883543585,145.0019107279771,Private room,119,2,6,2017-04-01,2.47,2,175
692656,B&B Guest House with Pool Room 4,2616259,Peter,,Glen Eira,-37.891331043023776,145.07688631209396,Private room,62,2,15,2017-02-07,0.37,5,347
9759058,Caulfield room $150 p.w. inc. bills,50328907,Penelope,,Glen Eira,-37.881632745754295,145.01807043616566,Private room,22,1,0,,,1,0
780186,Light-filled 3bdrm child friendly house,4114284,Beau,,Glen Eira,-37.87287982834829,145.0228408662776,Entire home/apt,109,7,5,2015-11-07,0.10,1,0
5827258,Light filled art deco apartment,13763513,Tesa,,Glen Eira,-37.88751722445332,145.0029548531019,Entire home/apt,50,7,1,2015-08-21,0.05,1,0
16181938,Private room in cosy and stylish apartment,14386183,Valentina,,Glen Eira,-37.890426400930025,145.0496462874603,Private room,42,1,6,2017-03-31,1.57,1,115
10218111,Private room in Caulfield North,52505099,Kritika,,Glen Eira,-37.86972101709424,145.01748451627245,Private room,35,1,3,2017-03-26,0.58,3,277
11331006,Abobo's Family room no. 2,58915556,Yu,,Glen Eira,-37.93136008558402,145.03757791460694,Private room,88,1,3,2016-05-08,0.24,1,365
7791966,"Own room in a friendly, cosy house!",41011967,Nicole,,Glen Eira,-37.89817036766822,145.01617745732406,Private room,26,3,0,,,1,0
5826611,Cosy place in great location!,21030393,Annette,,Glen Eira,-37.88752824239838,145.04303391377525,Entire home/apt,164,10,4,2017-01-01,0.22,1,239
3007716,Fez Inspired Garden Cottage Oasis ,1120796,Deb & Boaz,,Glen Eira,-37.89478901561636,145.01112304481896,Entire home/apt,75,2,99,2017-03-10,2.84,2,334
12837791,Bright and family freindly,70095007,Morris,,Glen Eira,-37.87756543153533,145.02402782543555,Entire home/apt,201,1,0,,,1,0
9332352,Sunny quiet apartment,13905917,Yarden,,Glen Eira,-37.90204469937637,145.04286077737393,Entire home/apt,69,1,0,,,1,0
17109055,"Bright, luxury apartment in leafy Caulfield North",13622421,Elise,,Glen Eira,-37.86519012828813,145.02275622227228,Entire home/apt,100,2,0,,,1,64
9577863,Room & ensuite in unique house/pool,212363,Heddie,,Glen Eira,-37.87599957229597,145.0139618079206,Private room,62,1,36,2017-03-28,2.38,1,337
17655322,Light and peaceful private room,76078547,Eadie-Rose,,Glen Eira,-37.86711830497682,145.00132894295808,Private room,31,1,1,2017-03-17,1,1,33
11260510,"Warm, comfortable room in Carnegie.",25246837,Kay,,Glen Eira,-37.88733752976527,145.05263515740427,Private room,63,1,15,2017-02-18,1.11,1,145
7463208,1 Bdr close to Monash University,4421638,Tom,,Glen Eira,-37.88382820892991,145.04660458797142,Entire home/apt,100,3,14,2017-03-27,0.81,11,123
6906130,"Peaceful Country cottage feel, Heart of Oakleigh",3854724,Lara,,Glen Eira,-37.918271315314605,145.05658170267375,Private room,47,3,13,2017-01-27,0.60,4,365
8281791,Charming Californian Bungalow,40847710,Kylie,,Glen Eira,-37.87623915223386,145.00201502450847,Entire home/apt,201,2,8,2016-07-02,0.46,1,13
10969747,BRIGHTON VILLA - 10 klms to city,55510912,Kylie,,Glen Eira,-37.90006202513532,145.0091197888268,Entire home/apt,149,3,4,2016-12-01,0.29,1,0
4645477,Modern Townhouse,18513621,Deborah,,Glen Eira,-37.89414495634654,145.07296627408488,Entire home/apt,245,2,12,2016-12-31,0.44,1,321
9068119,"Light & Bright Ormond, Melbourne",4421638,Tom,,Glen Eira,-37.90103293646236,145.04231222681992,Entire home/apt,100,3,15,2017-03-20,1.05,11,332
15555509,TACETE: Spacious 2bed 2bath apartment,5383441,"Amy, Gareth & Dan",,Glen Eira,-37.87594453852808,145.03527894988477,Entire home/apt,165,2,6,2017-03-17,1.24,32,209
6643781,Art Deco Style House-EASTER AVAILABLE BOOK NOW!,6866740,Katie,,Glen Eira,-37.89749476616992,145.0066489816707,Entire home/apt,185,3,5,2016-12-14,0.24,2,335
6217710,Furnished apartment St Kilda East,11608753,Tahl,,Glen Eira,-37.86775794229243,145.0050661868947,Entire home/apt,92,2,5,2017-01-01,0.25,1,124
5365650,"Beautiful family home- 4 bar, garden & pool",27817550,Louisa,,Glen Eira,-37.89713627326843,145.01076412298156,Entire home/apt,395,3,33,2017-03-25,1.57,1,303
14147464,Large light filled home,16766174,April,,Glen Eira,-37.885278216693315,145.0259101042292,Private room,92,1,33,2017-03-28,4.32,1,91
15555267,NOVUS: Stunning 2bed 2bath in heart of Caulfield,5383441,"Amy, Gareth & Dan",,Glen Eira,-37.87629424683252,145.0369371747871,Entire home/apt,165,1,1,2017-01-15,0.38,32,209
16570185,Greaatlocationforshoppingonvacation,109163809,Ritchie,,Glen Eira,-37.89760890126981,145.05852290907305,Private room,69,2,0,,,1,120
17561910,Mansion Apartment,5371156,George,,Glen Eira,-37.867580226814695,145.0081329838368,Entire home/apt,110,1,2,2017-03-12,2,1,365
16178608,1 bedder with private courtyard and secure parking,13621117,Emma,,Glen Eira,-37.88073685224211,145.0340890565576,Entire home/apt,73,2,7,2017-03-04,2.12,1,0
15555669,"TEMPUS: 2BR/2BTH, Caulfield Racecourse at the door",5383441,"Amy, Gareth & Dan",,Glen Eira,-37.87741772035986,145.03633581119544,Entire home/apt,165,2,8,2017-03-20,2.03,32,200
11361254,Double bedroom in East Bentleigh,22299060,Beverley And Mark,,Glen Eira,-37.92594825401748,145.07944035904697,Private room,69,1,3,2017-03-27,0.25,2,365
17421580,Supper location Heart of Carnegie,4421638,Tom,,Glen Eira,-37.88879679463964,145.05625020377232,Entire home/apt,100,3,0,,,11,349
9950348,2BD Apartment in the best location!,20129753,Avi,,Glen Eira,-37.869246932535546,145.00096634795037,Entire home/apt,100,1,9,2017-03-13,1.22,1,359
7722122,Beautiful home in upmarket area,38639411,Nicola,,Glen Eira,-37.881789690497065,145.009762939266,Entire home/apt,270,4,3,2016-01-16,0.19,1,0
6149243,Paris Room with private bathroom,4257124,Hannah,,Glen Eira,-37.92779318042773,145.07420942931049,Private room,45,1,15,2017-04-02,1.60,1,336
6149213,"Private room in the quiet area,close to Monash Uni",3242760,Lea,,Glen Eira,-37.90617952040749,145.04830979830516,Private room,28,1,12,2016-10-18,0.78,1,128
10706238,Charming ArtDeco 2 bd family home,40864,Jane,,Glen Eira,-37.88647991955958,145.02240278472033,Entire home/apt,73,2,7,2016-10-29,0.77,1,3
13621361,"Spacious rooms, light and fresh!",58341481,勇,,Glen Eira,-37.91580133670136,145.04245629778683,Shared room,41,1,1,2017-03-07,0.18,1,359
15302760,[GLEN HUNTLY] CENTRALLY LOCATED STUDIO Free WiFi,29069042,Tianrui,,Glen Eira,-37.888230818455305,145.04466246093708,Private room,50,2,0,,,1,360
13162417,In the heart of Bentleigh,50562044,Susan,,Glen Eira,-37.90819049705963,145.03306981043215,Private room,35,1,1,2016-06-01,0.10,1,0
17028135,Breathe Easy in Beautiful Bentleigh!,114087077,Mahesh,,Glen Eira,-37.931756642522934,145.03953575409528,Entire home/apt,125,3,3,2017-03-27,2.25,1,35
7296025,"Brand new apartment, Close to CBD",38214846,Darko,,Glen Eira,-37.88821415911499,145.04664073277814,Entire home/apt,100,1,14,2016-05-01,0.67,1,0
13161496,Pretty family home near park and transport,123248,Lior,,Glen Eira,-37.88814416745742,145.02853882350118,Entire home/apt,201,7,0,,,1,0
2052985,"Melbourne ~ St Kilda side, Room for Rent",2682415,Nina,,Glen Eira,-37.870774977880615,145.01803378626312,Private room,59,2,62,2017-01-17,1.78,5,358
16243328,Domi Rentals - Cantala Apartment,45356831,Domi,,Glen Eira,-37.86191277079157,145.01355429537168,Entire home/apt,281,1,4,2017-03-26,1.28,10,359
4236387,"Great location, bayside gem",17694173,Moya,,Glen Eira,-37.909749565805406,145.02878209035356,Private room,80,2,1,2016-01-05,0.07,1,306
3070495,Private and spacious 1BD+study Bayside Apartment,6398008,Lorraine,,Glen Eira,-37.871113403212085,145.02005191832367,Entire home/apt,115,2,69,2017-03-31,2.21,1,190
13130293,SimonBnB,73121075,Simon,,Glen Eira,-37.881931140225696,145.0266542055886,Shared room,21,1,16,2017-03-19,1.58,2,82
17947139,大house单间卧室招租啦！,123142824,Yu,,Glen Eira,-37.92146413379441,145.0524854490311,Private room,31,1,0,,,1,359
10344666,Spacious Bedroom in lovely house,50247158,Emily,,Glen Eira,-37.8883957068539,145.05408577622381,Private room,75,1,0,,,1,0
16147504,"Comfy Suburban Apartment, Home Away from Home",32877470,Matt,,Glen Eira,-37.88066386434978,145.00688796607318,Private room,79,1,0,,,1,127
10063023,Spacious Scandi Style Apartment,51640464,Matthew,,Glen Eira,-37.886631678935935,145.0428883106845,Entire home/apt,115,2,6,2017-03-18,0.42,1,175
7300396,Cosy room in period house,22142914,Peggy,,Glen Eira,-37.89619884550344,145.0058037964408,Private room,45,2,19,2017-03-08,1.31,1,268
9849301,Good value private accommodation!!,26657524,Vanessa,,Glen Eira,-37.91654488391297,145.0625183320469,Entire home/apt,50,2,27,2017-03-23,1.73,1,24
7522649,"Sunny garden appt nr Chadstone Shopping,rail & bus",26720163,Donna,,Glen Eira,-37.88703984026769,145.0695491777419,Entire home/apt,105,2,20,2017-03-31,1.02,2,78
8240839,Chic family cottage: near train - suit female/s,25524751,Sher,,Glen Eira,-37.919757986652584,145.04426716612147,Private room,60,2,0,,,2,87
15386938,Murrumbeena short walk to Chadstone,43159619,Ross,,Glen Eira,-37.894486733921404,145.07226025927736,Private room,50,2,0,,,1,154
17877278,The Cloister,60005207,Bert And Marta,,Glen Eira,-37.898663551454234,145.06563714444448,Entire home/apt,79,1,0,,,1,3
4639265,"Comfort plus, 20 min city, unlimited Wifi",24019968,Anna And Tony,,Glen Eira,-37.912661551580726,145.03615937859928,Private room,76,1,10,2017-03-03,0.66,4,328
4639255,Charming clean 20 mins city Wifi/TV,24019968,Anna And Tony,,Glen Eira,-37.91090999225635,145.03694647851992,Private room,77,1,19,2017-03-25,0.89,4,349
16757668,Chic Mini Mansion on the Doorstep of Everything r1,45792780,Harvey,,Glen Eira,-37.882777736882694,144.99854851706942,Private room,55,2,2,2017-03-21,0.98,2,165
15085745,Comfy 1 bedroom plush ensuite,94465880,Megha,,Glen Eira,-37.91984762357491,145.03680502287028,Private room,50,1,8,2017-03-04,1.25,1,218
10367209,Traveller or Student Accommodation,6460810,Deborah,,Glen Eira,-37.87924832187698,145.04692701384369,Entire home/apt,100,1,28,2017-03-13,1.93,2,317
274860,"Nice Apartment, Nice Neighbourhood",1437033,Gilad,,Glen Eira,-37.87627077456986,145.0210369762046,Private room,25,2,3,2017-03-09,0.12,1,0
12836094,Huge shareroom in Ripponlea!,69745509,Millie,,Glen Eira,-37.87648377843288,144.99937564423107,Shared room,22,7,0,,,1,0
15150402,Spacious And Clean Home Near Train,31621016,Katherine,,Glen Eira,-37.90027054081405,145.04830365425389,Entire home/apt,115,1,1,2016-12-29,0.31,1,362
13380928,Spacious Apartment close to everything!,57365729,Alyson,,Glen Eira,-37.885879528369536,145.00425269192814,Private room,75,7,0,,,1,0
16196943,Caulfield North,104465930,Ariel,,Glen Eira,-37.87652058292197,145.03480770691618,Entire home/apt,85,7,0,,,1,302
17998876,Gorgeous modern maisonette apartment,14095685,Melanie,,Glen Eira,-37.88601409106855,145.05349430339967,Entire home/apt,62,1,0,,,1,26
11970864,"Cosy apartment, great location",29824495,Kalista,,Glen Eira,-37.88754998548626,145.0472404515845,Entire home/apt,80,1,0,,,1,0
15364454,"Relax, quite and still close to the action",17093010,Alessandro,,Glen Eira,-37.89289808408895,145.0431653846803,Private room,55,1,1,2016-10-09,0.17,1,363
13163529,master room in carnegie,49681502,Karen,,Glen Eira,-37.89324707141611,145.05630848867392,Private room,100,1,0,,,1,363
6170604,Residential McKinnon T/H South East,3375986,Lee,,Glen Eira,-37.908831351219874,145.03204708600612,Entire home/apt,220,7,2,2017-01-23,0.67,1,0
13772409,Beautiful home away from home in St Kilda east,43134920,Nicole,,Glen Eira,-37.86754718610544,145.0060240592394,Private room,100,1,1,2016-07-17,0.11,1,89
5006407,So Convenient & Comfortable,8532355,K K,,Glen Eira,-37.88686805662749,145.05887930949828,Private room,55,3,4,2016-10-21,0.16,1,0
4465422,Edwardian bohemia near inner Melb,5790789,Ashley,,Glen Eira,-37.864780095417466,145.0134194958355,Entire home/apt,185,2,0,,,1,105
16328548,Art Deco gem in Caulfield South,106879058,Georgia,,Glen Eira,-37.89473892874694,145.0142802678631,Entire home/apt,290,3,2,2017-01-31,0.62,1,171
1156949,"Relaxing villa, close to town.",6339747,Serena,,Glen Eira,-37.90266834735809,145.04261534187447,Private room,69,1,13,2017-04-01,0.30,1,359
11872052,墨尔本东南区McKinnon校区交通便利、配套完善、舒适大房招租!!!,63295745,Andrew,,Glen Eira,-37.908948721963455,145.039089448707,Private room,79,1,0,,,1,0
8955095,Parkside Home,46803219,Tracey,,Glen Eira,-37.87256675177716,145.0346442620159,Entire home/apt,220,2,14,2017-03-20,0.81,1,358
12259132,"1BR, NEWLY RENOVATED APARTMENT, CENTRAL LOCATION",9173366,Simone & Adam,,Glen Eira,-37.88530042007803,145.0302683568408,Entire home/apt,100,3,13,2017-03-25,1.55,2,319
15835518,"Charming townhouse, close to cafes & transport",38902269,Bronny,,Glen Eira,-37.88699315413893,145.0247887671628,Private room,48,2,7,2017-03-03,2.21,1,26
9118019,Newly Renovated Unit in Caulfield,3284984,Tanya,,Glen Eira,-37.88936099606343,145.03520965231652,Entire home/apt,89,3,28,2017-03-27,1.74,2,281
1547659,"Lovely home near parks, shops & CBD",8247243,Andrew,,Glen Eira,-37.8695239080015,145.03054046376707,Entire home/apt,184,3,9,2016-12-28,0.36,2,355
1187940,BAYSIDE COTTAGE at Labyrinth Lane,6496014,Tina,,Glen Eira,-37.897234222088464,145.00814746819464,Entire home/apt,119,2,33,2017-03-27,0.83,1,352
15573084,"Balcony Retreat w/50"" TV & Netflix!",52157448,Mike,,Glen Eira,-37.90397973244276,145.02691147485478,Entire home/apt,166,3,19,2017-04-02,3.41,1,181
16161404,*Private Room in Caulfield *Great Location **,4936236,Desiree,,Glen Eira,-37.8793061299719,145.01944966611035,Private room,41,1,12,2017-03-30,3.75,1,41
17571483,Close to station.train and shops,50141295,Anna,,Glen Eira,-37.889594532442636,145.01371213615542,Shared room,25,1,4,2017-03-27,4,1,130
1775388,Spacious 2 bed house,9323106,Kate,,Glen Eira,-37.909821028883314,145.0454953894046,Private room,114,1,0,,,1,364
1742469,Immaculate bedroom in Art Deco home,9173051,Christine,,Glen Eira,-37.89664163223634,145.01292363596477,Private room,60,2,9,2017-03-23,0.27,6,331
14489865,SimonBnB,73121075,Simon,,Glen Eira,-37.88576274823879,145.03002582354392,Shared room,21,1,17,2017-03-26,2.51,2,67
6100291,B&B Guest House with Pool Room 5,2616259,Peter,,Glen Eira,-37.89297657059589,145.07536913973487,Private room,80,2,3,2016-08-30,0.14,5,92
8295599,The Penthouse - 42 sqm of Luxury,10756443,Noula,,Glen Eira,-37.8890879313606,145.04747718365508,Private room,66,2,21,2017-03-25,1.17,2,357
13572084,"Warm, affordable accomodation close to city",78270651,Shubro Deep,,Glen Eira,-37.86355116959912,145.0181588997586,Private room,45,1,1,2016-06-23,0.11,2,0
7214961,Home away from home in Melbourne,37774039,Janelle,,Glen Eira,-37.8978590510592,145.01350806775213,Private room,30,1,0,,,1,0
5280681,100% Newly updated & furnished St Kilda 10 minutes,27337643,Justin,,Glen Eira,-37.87703550876485,145.0356633165056,Entire home/apt,96,3,13,2017-02-18,0.54,1,198
16028481,Cozy Family Room with Period House Character,86806627,Ling,,Glen Eira,-37.896785169492816,145.06423224047992,Private room,60,3,2,2017-02-25,0.83,1,86
17240866,70's dreamed space!,113472765,Laura,,Glen Eira,-37.86409086225718,145.01492795665234,Private room,98,1,0,,,1,61
16816206,Private room with gym and pool near Caulfield,58364402,Boli,,Glen Eira,-37.87511538859589,145.0373645564677,Private room,66,1,6,2017-03-26,2.40,1,88
8819445,Super Stylish  & Central 2BR Apt,12191214,Nik,,Glen Eira,-37.86304356144397,145.01113434256794,Entire home/apt,145,3,22,2017-02-08,1.36,1,324
3052257,"LARGE 3BR APARTMENT ,YARD,PARKING",7682831,Benjamin,,Glen Eira,-37.893566136189676,145.02846739323473,Entire home/apt,180,2,13,2017-03-25,0.41,4,355
9737287,"Bright sunny apartment, tram to Chapel or St Kilda",50238763,Joey,,Glen Eira,-37.869536470991406,145.02035727065396,Private room,45,1,4,2017-02-17,0.25,1,0
15210910,Stylish 2 BD & 2 BTH Elsternwick Apartment,96630194,Leon,,Glen Eira,-37.88603529455533,145.00165830772917,Entire home/apt,132,2,22,2017-03-26,3.73,1,159
9410950,A bright and Spacious room,23674260,Angelar,,Glen Eira,-37.91104711933559,145.0411122005383,Private room,90,2,0,,,1,181
7901596,"1 bedroom apartment, good location",41534927,Maria,,Glen Eira,-37.893720571922316,145.0661230183106,Entire home/apt,110,2,12,2017-03-26,0.67,1,254
16814473,"Warm, affordable accomodation close to city",78270651,Shubro Deep,,Glen Eira,-37.86207203961303,145.0170068393303,Private room,50,1,0,,,2,111
14356811,Art Deco 2br Entire House,87843641,Crystal,,Glen Eira,-37.89427884032761,145.0211271034772,Entire home/apt,149,3,3,2017-03-25,1.22,1,328
16847119,Moderately-priced for a great location,40363099,Hannah,,Glen Eira,-37.89158218667522,145.03813395148617,Private room,45,2,2,2017-03-30,2,1,63
14850066,Peaceful area East Bentleigh Only Famale or couple,88782823,クラニシ,,Glen Eira,-37.92532836505715,145.05280642140727,Private room,43,1,9,2016-11-23,1.39,2,337
6261873,Beautiful place & great convenience,22458247,Claudia,,Glen Eira,-37.91746782656541,145.056722284482,Private room,118,1,0,,,1,365
2426943,Great Location + Private Ensuite,566559,Jenny,,Glen Eira,-37.89607725068519,145.00881977746448,Private room,89,1,14,2015-04-02,0.38,1,337
17369128,Quiet and convenient location to enjoy Melbourne,117377839,Lan,,Glen Eira,-37.8868174063297,145.05407870535086,Shared room,25,2,0,,,1,352
17532929,Fun Family : chic cottage : girl/s,25524751,Sher,,Glen Eira,-37.920489306934904,145.0447980932457,Private room,41,1,0,,,2,356
16123816,Your Home Away From Home,455544,Ricci,,Glen Eira,-37.887915065236015,145.02736064509023,Entire home/apt,105,10,4,2017-03-22,1.71,1,43
16327705,Nice cozy room with private en-suite bathroom,45880612,Oscar,,Glen Eira,-37.89636790596601,145.06882494978535,Private room,41,1,5,2017-02-09,1.65,2,25
10455566,Great bedroom in a lovely house!,5032108,Irina,,Glen Eira,-37.906755798414494,145.04547940137599,Private room,100,1,1,2016-01-18,0.07,3,351
17369609,1 Bedroom Apartment in St Kilda East,16737429,Courtney,,Glen Eira,-37.86140117054029,145.01034629188433,Entire home/apt,68,2,3,2017-03-26,3,1,16
15865554,An extremely Cheap/cozy Private room in Caulfield,35739005,DuoDuo,,Glen Eira,-37.88223507936472,145.0469586045061,Private room,29,6,2,2017-01-30,0.51,2,245
1742539,LOVELY NEW SELF-CONTAINED STUDIO!!!,9173366,Simone & Adam,,Glen Eira,-37.921504094196635,145.03392984119475,Entire home/apt,89,3,41,2017-03-25,1.00,2,308
10258581,Private Room in quiet Glenhuntly...,48656214,Nick,,Glen Eira,-37.889639999617394,145.04480186965668,Private room,48,2,33,2017-03-30,2.44,1,152
16286356,NEW ! Modern & Spacious 3 Bedrooms,106475383,Espresso,,Glen Eira,-37.88825253026439,145.0223402870084,Entire home/apt,324,3,9,2017-03-19,2.76,1,323
14189198,"PALAZZO: 2 bed, 2 bath in Caulfield's hotspot!",5383441,"Amy, Gareth & Dan",,Glen Eira,-37.87553598982265,145.03715380070497,Entire home/apt,165,1,12,2017-02-18,1.95,32,136
14189052,MOCHA: Caulfield Racecourse & uni at your door!,5383441,"Amy, Gareth & Dan",,Glen Eira,-37.87546414548977,145.03813874212707,Entire home/apt,121,1,16,2017-03-19,2.36,32,189
1742470,Double Sofa Bed With own bathroom.,9173051,Christine,,Glen Eira,-37.8939138534235,145.01552065366084,Private room,149,2,2,2017-02-18,0.17,6,365
16746248,"Warm, spacious modern home",54403128,Stephanie,,Glen Eira,-37.92509471139738,145.0648035963673,Private room,100,1,0,,,1,179
12158286,"Sunny, family-friendly villa unit",3622127,Deb,,Glen Eira,-37.885842491835234,145.02176500505462,Entire home/apt,96,5,3,2016-07-11,0.30,1,0
15150418,Private room in a cozy house,1008486,Jonathan,,Glen Eira,-37.89135200684078,145.04717364879565,Private room,50,1,3,2017-03-08,0.77,1,351
16550314,Bentleigh Nice and comfy double bedroom,100813901,Chriz,,Glen Eira,-37.92314725183045,145.04654901496255,Private room,45,1,7,2017-03-17,2.23,3,87
4279493,Charming Converted Stables,10269471,Joe & Miki,,Glen Eira,-37.88304156584269,145.04384205858207,Entire home/apt,94,2,96,2017-03-26,3.27,1,301
4795460,Villa will match your requirements.,4510584,Dhanesh,,Glen Eira,-37.90852100042813,145.06787620149768,Private room,90,1,10,2017-03-18,0.48,1,181
17302277,"Lovely home near train, parks, shops and more!",8247243,Andrew,,Glen Eira,-37.86883467983849,145.0288028106582,Private room,100,1,0,,,2,181
16870969,City fringe room for you,22970924,Robin,,Moreland,-37.775829208067144,144.95013366711137,Private room,110,1,0,,,1,362
16739531,Stunning Cozy Home,60390416,Jessie,,Moreland,-37.76864638859482,144.94038159401913,Entire home/apt,120,1,7,2017-03-31,4.20,1,176
862000,Position Perfect The Loft Brunswick,913736,Danielle & Ruth,,Moreland,-37.76560329658727,144.96801684325945,Entire home/apt,200,3,4,2017-02-13,0.09,12,350
12280327,Spacious Townhouse -  Trendy Area,10626857,Marc,,Moreland,-37.75941100936304,144.97459463636358,Entire home/apt,100,1,0,,,1,0
11332771,2Bed 2bath free Parking&Wifi,44323684,Dawei,,Moreland,-37.76177192078915,144.96148107928204,Entire home/apt,169,1,55,2017-04-01,4.71,6,317
7563886,Comfortable Brunswick family home,3993177,Ian,,Moreland,-37.77217528740177,144.9431350216778,Entire home/apt,225,7,1,2015-09-26,0.05,1,0
9124799,Share room,47536942,Mayra,,Moreland,-37.70326655982595,144.92556097371212,Shared room,104,1,0,,,1,0
11305061,Live like a local in Brunswick,54686277,Caitlyn,,Moreland,-37.76496504108497,144.96387392703076,Entire home/apt,75,7,2,2016-08-26,0.26,1,0
9958243,Large private room in sunny terrace,2577457,Nadine,,Moreland,-37.76466089991321,144.98246317482838,Private room,45,3,1,2016-01-03,0.07,1,0
9797675,Light filled modern townhouse in East Brunswick,21856330,Pippin & Jez,,Moreland,-37.76869532498348,144.97840328811247,Entire home/apt,94,1,32,2017-03-14,4.14,1,56
7439290,Lovely two bedroom flat Brunswick,21996215,Anita,,Moreland,-37.76113875635152,144.96424342010636,Entire home/apt,199,3,0,,,1,356
17499141,Private queen bedroom with separate bathroom,30566698,Marta,,Moreland,-37.760108035995614,144.93977743063772,Private room,60,2,0,,,1,161
13271233,Queen Bed in Renovated Brunswick Townhouse,73468308,Andrew,,Moreland,-37.77043794313536,144.96604864532858,Private room,66,2,28,2017-03-27,2.84,2,56
13534239,Spacious Brunswick home with garden,4327671,James,,Moreland,-37.76474992561518,144.95835075188165,Entire home/apt,149,2,8,2017-04-02,0.87,1,228
4424207,"Entire large, quiet home/apt in Brunswick",13627627,Pauline,,Moreland,-37.77111526468708,144.96847022215803,Entire home/apt,130,3,15,2017-01-21,0.54,2,23
16520579,Cosy Apartment close to airport & Cbd,96754319,Deana,,Moreland,-37.71089599618035,144.91780482954906,Entire home/apt,100,2,4,2017-04-01,4,2,326
4555293,Private Sunny Room in Fitzroy North,205964,Lei-Lani,,Moreland,-37.774538333362564,144.98441876049532,Private room,50,2,23,2017-03-12,0.91,1,155
12856029,Large Sunny 3 bedroom home,5336206,Pouline,,Moreland,-37.77081039730906,144.97591034288536,Entire home/apt,350,5,0,,,1,89
15237417,"Sunny, spacious room in a great location!",25766261,Shaira,,Moreland,-37.76873500462411,144.97404535419525,Private room,37,1,23,2017-03-24,4.13,2,9
17847691,Mason Appartments Brand New,34479105,Luke,,Moreland,-37.77027275154414,144.9734442031063,Entire home/apt,169,1,0,,,1,154
17465938,DOLCETTO,26233279,Emma,,Moreland,-37.77095343744819,144.9779689584056,Entire home/apt,235,2,1,2017-03-26,1,1,178
9831050,Hip Brunswick Hot-Spot!,50632079,Jacinta,,Moreland,-37.77650347567373,144.96134514104992,Entire home/apt,69,1,0,,,1,0
14057884,"Fantastic, cosy 1 br, entire Aptm.",68016152,Nerida,,Moreland,-37.77670506721029,144.97658870513885,Entire home/apt,149,2,38,2017-04-01,4.42,1,30
15172334,Easy on your budget in East Brunswick!,9780353,Melissa,,Moreland,-37.76213533272959,144.9759834948637,Private room,39,1,24,2017-03-25,3.96,2,65
6619939,Rad renovated Bungalow in Coburg,34647652,Brook,,Moreland,-37.74295073446643,144.9784797687529,Private room,80,1,9,2017-02-28,0.45,3,30
16810796,Private Room + Wifi. Outdoor amenities. Smoking ok,58963499,Julitha,,Moreland,-37.77505945598989,144.98320723794913,Private room,41,1,9,2017-03-25,4.15,2,246
6405300,Brunswick Private room available,15465634,Larissa,,Moreland,-37.764092947141265,144.9673701284156,Private room,47,14,1,2015-08-02,0.05,1,0
12256471,"Cosy & homely room,a great location",49200254,Louise,,Moreland,-37.76293495217321,144.96767113810833,Private room,60,1,8,2017-03-09,0.70,2,355
8842142,Beautiful Brunswick East Bedroom,28367253,Pieta,,Moreland,-37.77006634180501,144.9763157661229,Private room,66,1,20,2017-03-25,1.22,1,346
17335804,Brunswick Arts House,145888,Madeline,,Moreland,-37.77193561800311,144.9521450964055,Private room,41,1,1,2017-03-26,1,1,154
