Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
"Caladenia sp. Kilsyth South (G.S.Lorimer 1253)","Kilsyth South Spider-orchid","-","Critically Endangered","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","82021","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82021","2017-May-11","http://id.biodiversity.org.au/name/apni/194492","Orchidaceae","Caladenia","sp. Kilsyth South (G.S.Lorimer 1253)","-","-","Vic Herbarium","-"
"Dischidia litoralis","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","82026","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82026","2017-May-11","http://id.biodiversity.org.au/name/apni/151968","Asclepiadaceae","Dischidia","litoralis","-","-","Schltr.","-"
"Mitrella tiwiensis","a vine","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","82029","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82029","2017-May-11","http://id.biodiversity.org.au/name/apni/202219","Annonaceae","Mitrella","tiwiensis","-","-","Jessup  Bygrave","-"
"Xylopia monosperma","a shrub","-","Endangered","-","-","Yes","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","82030","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82030","2017-May-11","http://id.biodiversity.org.au/name/apni/202309","Annonaceae","Xylopia","monosperma","-","-","L.W.Jessup","-"
"Oligosoma lichenigera","Lord Howe Island Skink","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","82034","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82034","2017-May-11","-","Scincidae","Oligosoma","lichenigera","-","-","-","-"
"Argyrotegium nitidulum","Shining Cudweed","-","Vulnerable","-","Yes","-","-","-","Yes","Yes","-","-","-","-","-","-","-","-","-","-","82043","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82043","2017-May-11","http://id.biodiversity.org.au/name/apni/189788","Asteraceae","Argyrotegium","nitidulum","-","-","(Hook.f.) J.M.Ward  Breitw.","-"
"Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.)","Masked Eyebright, Masked Cliff Eyebright","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","82044","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82044","2017-May-11","http://id.biodiversity.org.au/name/apni/194333","Scrophulariaceae","Euphrasia","sp. Bivouac Bay (W.R.Barker 7626 et al.)","-","-","W.R.Barker","-"
"Melichrus sp. Newfoundland State Forest (P.Gilmour 7852)","Hairy Melichrus","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","82048","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82048","2017-May-11","http://id.biodiversity.org.au/name/apni/194638","Epacridaceae","Melichrus","sp. Newfoundland State Forest (P.Gilmour 7852)","-","-","-","-"
"Phaleria biflora","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","82049","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82049","2017-May-11","http://id.biodiversity.org.au/name/apni/180705","Thymelaeaceae","Phaleria","biflora","-","-","(C.T.White) Herber","-"
"Prostanthera albohirta","-","-","Critically Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","82052","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82052","2017-May-11","http://id.biodiversity.org.au/name/apni/109174","Lamiaceae","Prostanthera","albohirta","-","-","C.T.White","-"
"Litoria myola","Kuranda Tree Frog","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","82063","-","Animalia","Amphibia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82063","2017-May-11","-","Hylidae","Litoria","myola","-","-","Hoskin, 2007","-"
"Micropathus kiernani","Francistown Cave Cricket, Southern sandstone cave cricket","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","82084","-","Animalia","Insecta","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82084","2017-May-11","-","Rhaphidophoridae","Micropathus","kiernani","-","-","Richards, 1974","-"
"Diomedea antipodensis gibsoni","Gibson's Albatross","-","Vulnerable","-","Yes","-","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","Yes","Yes","Yes","-","Yes","82270","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82270","2017-May-11","-","Diomedeidae","Diomedea","antipodensis","-","gibsoni","-","Robertson  Warham, 1992"
"Thalassarche bulleri platei","Northern Buller's Albatross, Pacific Albatross","-","Vulnerable","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Yes","82273","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82273","2017-May-11","-","Diomedeidae","Thalassarche","bulleri","-","platei","(Reichenow, 1898)","-"
"Eucalyptus sp. Howes Swamp Creek (M.Doherty 26)","-","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","82281","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82281","2017-May-11","http://id.biodiversity.org.au/name/apni/194324","Myrtaceae","Eucalyptus","sp. Howes Swamp Creek (M.Doherty 26)","-","-","NSW Herbarium","-"
"Notechis scutatus ater","Krefft's Tiger Snake (Flinders Ranges)","-","Vulnerable","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","82287","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82287","2017-May-11","-","Elapidae","Notechis","scutatus","-","ater","-","(Krefft, 1866)"
"Acanthornis magna greeniana","King Island Scrubtit, Scrubtit (King Island)","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","82329","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82329","2017-May-11","-","Pardalotidae","Acanthornis","magna","-","greeniana","-","Schodde  Mason, 1999"
"Anthochaera phrygia","Regent Honeyeater","-","Critically Endangered","Yes","Yes","-","Yes","Yes","-","Yes","-","-","-","-","-","Yes","-","-","-","-","82338","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82338","2017-May-11","-","Meliphagidae","Anthochaera","phrygia","-","-","(Shaw, 1794)","-"
"Thalassarche cauta steadi","White-capped Albatross","-","Vulnerable","-","Yes","-","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","Yes","Yes","Yes","Yes","Yes","82344","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82344","2017-May-11","-","Diomedeidae","Thalassarche","cauta","-","steadi","-","(Falla, 1933)"
"Thalassarche cauta cauta","Shy Albatross, Tasmanian Shy Albatross","-","Vulnerable","-","Yes","-","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","Yes","-","-","-","Yes","82345","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82345","2017-May-11","-","Diomedeidae","Thalassarche","cauta","-","cauta","-","(Gould, 1841)"
"Taeniophyllum norfolkianum","Minute Orchid, Ribbon-root Orchid","-","Vulnerable","-","-","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","82347","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82347","2017-May-11","http://id.biodiversity.org.au/name/apni/201803","Orchidaceae","Taeniophyllum","norfolkianum","-","-","D.L.Jones, B.Gray et M.A.Clem.","-"
"Caladenia cremna","Don's Spider Orchid","-","Critically Endangered","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","82403","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82403","2017-May-11","http://id.biodiversity.org.au/name/apni/206058","Orchidaceae","Caladenia","cremna","-","-","(D.L.Jones) G.N.Backh.","-"
"Accipiter hiogaster natalis","Christmas Island Goshawk","-","Endangered","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","82408","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82408","2017-May-11","-","Accipitridae","Accipiter","hiogaster","-","natalis","-","(Lister,1889)"
"Elymus multiflorus subsp. kingianus","Phillip Island Wheat Grass","Anthosachne kingiana subsp. kingiana","Critically Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","82413","87946","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82413","2017-May-11","http://id.biodiversity.org.au/name/apni/195227","Poaceae","Elymus","multiflorus","subsp.","kingianus","-","(Endl.) de Lange  R.O.Gardner"
"Lewinia pectoralis clelandi","Western Australian Lewin's Rail, Lewin's Rail (western)","-","Extinct","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82446","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82446","2017-May-11","-","Rallidae","Lewinia","pectoralis","-","clelandi","-","(Mathews,1911)"
"Turnix varius scintillans","Painted Button-quail (Houtman Abrolhos)","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82451","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82451","2017-May-11","-","Turnicidae","Turnix","varius","-","scintillans","-","(Gould, 1845)"
"Glyphis glyphis","Speartooth Shark","-","Critically Endangered","-","-","Yes","Yes","-","-","-","-","-","-","-","-","-","-","-","-","Yes","82453","-","Animalia","Chondrichthyes","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82453","2017-May-11","-","Carcharhinidae","Glyphis","glyphis","-","-","(Muller  Henle, 1839)","-"
"Glyphis garricki","Northern River Shark, New Guinea River Shark","-","Endangered","-","-","Yes","-","-","-","-","Yes","-","-","-","-","-","-","-","-","Yes","82454","-","Animalia","Chondrichthyes","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82454","2017-May-11","-","Carcharhinidae","Glyphis","garricki","-","-","Compagno, White  Last 2008","-"
"Chamelaucium sp. Cataby (G.J.Keighery 11009)","Griffin's Waxflower","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82509","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82509","2017-May-11","http://id.biodiversity.org.au/name/apni/194245","Myrtaceae","Chamelaucium","sp. Cataby (G.J.Keighery 11009)","-","-","WA Herbarium","-"
"Isopogon robustus","Robust Coneflower","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82646","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82646","2017-May-11","http://id.biodiversity.org.au/name/apni/195771","Proteaceae","Isopogon","robustus","-","-","Foreman ex N.Gibson","-"
"Tecticornia flabelliformis","Bead Glasswort","-","Vulnerable","-","-","-","-","Yes","-","Yes","Yes","-","-","-","-","-","-","-","-","-","82664","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82664","2017-May-11","http://id.biodiversity.org.au/name/apni/207090","Chenopodiaceae","Tecticornia","flabelliformis","-","-","(Paul G.Wilson) K.A.Sheph.  Paul G.Wilson","-"
"Jacksonia velveta","Collie Jacksonia","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82671","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82671","2017-May-11","http://id.biodiversity.org.au/name/apni/212107","Fabaceae","Jacksonia","velveta","-","-","Chappill","-"
"Engaewa pseudoreducta","Margaret River Burrowing Crayfish","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82674","-","Animalia","Malacostraca","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82674","2017-May-11","-","Parastacidae","Engaewa","pseudoreducta","-","-","Horwitz  Adams, 2000","-"
"Engaewa reducta","Dunsborough Burrowing Crayfish","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82675","-","Animalia","Malacostraca","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82675","2017-May-11","-","Parastacidae","Engaewa","reducta","-","-","Riek, 1967","-"
"Engaewa walpolea","Walpole Burrowing Crayfish","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82676","-","Animalia","Malacostraca","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82676","2017-May-11","-","Parastacidae","Engaewa","walpolea","-","-","Horwitz  Adams, 2000","-"
"Prasophyllum atratum","Three Hummock Leek-orchid","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","82677","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82677","2017-May-11","http://id.biodiversity.org.au/name/apni/205328","Orchidaceae","Prasophyllum","atratum","-","-","D.L.Jones  D.T.Rouse","-"
"Prasophyllum limnetes","Marsh Leek-orchid","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","82678","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82678","2017-May-11","http://id.biodiversity.org.au/name/apni/205755","Orchidaceae","Prasophyllum","limnetes","-","-","D.L.Jones","-"
"Centrophorus zeehaani","Southern Dogfish, Endeavour Dogfish, Little Gulper Shark","-","Conservation Dependent","-","Yes","-","-","Yes","Yes","Yes","Yes","-","-","-","-","-","-","-","-","Yes","82679","-","Animalia","Chondrichthyes","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82679","2017-May-11","-","Squalidae","Centrophorus","zeehaani","-","-","White, Ebert  Compagno, 2008","-"
"Guichenotia seorsiflora","-","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82693","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82693","2017-May-11","http://id.biodiversity.org.au/name/apni/132554","Sterculiaceae","Guichenotia","seorsiflora","-","-","C.F.Wilkins","-"
"Hibbertia priceana","-","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82694","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82694","2017-May-11","http://id.biodiversity.org.au/name/apni/180971","Dilleniaceae","Hibbertia","priceana","-","-","J.R.Wheeler","-"
"Banksia montana","Stirling Range Dryandra","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82696","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82696","2017-May-11","http://id.biodiversity.org.au/name/apni/205139","Proteaceae","Banksia","montana","-","-","(C.A.Gardner ex A.S.George) A.R.Mast  K.R.Thiele","-"
"Pterostylis X aenigma","Enigmatic Greenhood","-","Endangered","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","82697","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82697","2017-May-11","http://id.biodiversity.org.au/name/apni/119038","Orchidaceae","Pterostylis","X aenigma","-","-","D.L.Jones  M.A.Clem.","-"
"Tecticornia bulbosa","Large-articled Samphire","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82741","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82741","2017-May-11","http://id.biodiversity.org.au/name/apni/207082","Chenopodiaceae","Tecticornia","bulbosa","-","-","(Paul G.Wilson) K.A.Sheph.  Paul G.Wilson","-"
"Banksia anatona","Cactus Dryandra","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82758","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82758","2017-May-11","http://id.biodiversity.org.au/name/apni/205075","Proteaceae","Banksia","anatona","-","-","(A.S.George) A.R.Mast  K.R.Thiele","-"
"Banksia pseudoplumosa","False Plumed-Banksia","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82760","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82760","2017-May-11","http://id.biodiversity.org.au/name/apni/205163","Proteaceae","Banksia","pseudoplumosa","-","-","(A.S.George) A.R.Mast  K.R.Thiele","-"
"Banksia aurantia","Orange Dryandra","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82763","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82763","2017-May-11","http://id.biodiversity.org.au/name/apni/205081","Proteaceae","Banksia","aurantia","-","-","(A.S.George) A.R.Mast  K.R.Thiele","-"
"Banksia ionthocarpa","Kamballup Dryandra","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82764","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82764","2017-May-11","http://id.biodiversity.org.au/name/apni/205132","Proteaceae","Banksia","ionthocarpa","-","-","(A.S.George) A.R.Mast  K.R.Thiele","-"
